original;translation;
ASYSTETNT;ASSISTANT
AT07;AT07
ATRAPA;GRILLE
ATRAPY;GRILLE
AUC;AUC
AUDIO;AUDIO
AUTO;AUTO
AUTOHOLD;AUTOHOLD
AUTOMAT;AUTOMATIC
AUTOMATYCZNY;AUTOMATIC
AUX;AUX
AWARYJNA;EMERGENCY
AWARYJNE;EMERGENCY
AWARYJNYCH;EMERGENCY
AWD;AWD
B;B
BAG;BAG
BAGAŻNIKA;BOOT / TRUNK
BAGAŻNIK;BOOT / TRUNK
BAGAŻNIKA;BOOT / TRUNK
BAGAŻOWEGO;LUGGAGE
BAGAŻU;LUGGAGE
BAK;FUEL TANK
BAKU;FUEL TANK
BALANSOWE;BALANCE
BALANSOWY;BALANCE
BALANSUJĄCY;BALANCING
BANG;BANG
BANG-OLUFSEN;BANG-OLUFSEN
BARRACUDA;BARRACUDA
BASIC;BASIC
BATERI;BATTERY
BATERIA;BATTERY
BATERII;BATTERY
BCF;BCF
BCM;BCM
BCM1;BCM1
BD0880;BD0880
BDC;BDC;
BECKER;BECKER
BELKA;BEAM / BAR
BELKA;BEAM / BAR
BELKI;BEAMS / BARS
BETONOMIESZARK;CONCRETE MIXER
BEZPIECZEŃSTWA;SAFETY
BEZPIECZNIK;FUSE
BEZPIECZNIKÓW;FUSE BOX / FUSES
BFC;BFC
BI;BI
BI-XENON;BI-XENON
BIC;BIC
BIEGÓW;GEARS
BIEGÓW+TRYBY;GEARS+MODES
BILSTEIN;BILSTEIN
BINOTTO;BINOTTO
BLACHA;SHEET METAL
BLACK;BLACK
BLENDA;TRIM PANEL
BLIS;BLIS
BLOK;BLOCK
BLOKADA;LOCK
BLOKADY;LOCKS
BLUE;BLUE
BLUE-ME;BLUE-ME
BLUEME;BLUEME
BLUETOOTH;BLUETOOTH
BMCC;BMCC
BMW;BMW
BOCZEK;DOOR PANEL / CARD
BOCZKA;DOOR PANEL / CARD
BOCZKI;DOOR PANELS / CARDS
BOCZNA;SIDE
BOCZNEJ;SIDE
BOCZNYCH;SIDE
BODY;BODY
BOK;SIDE
BORDNETZ;BORDNETZ
BOSE;BOSE
BOX;BOX
BPV;BPV
BPW;BPW
BRABUS;BRABUS
BRAMKI;GATEWAY
BRAMY;GATE
BRC;BRC
BREMBO;BREMBO
BRZĘCZEK;BUZZER
BRZĘCZYK;BUZZER
BSC;BSC
BSI;BSI
BSM;BSM
BURMESTER;BURMESTER
BURTA;SIDEBOARD
BURTY;SIDEBOARDS
BUTLA;CYLINDER / TANK
BUZZER;BUZZER
BWS1;BWS1
BŁOTNIK;FENDER / MUDGUARD
BŁOTNIKA;FENDER / MUDGUARD
BŁYSKOWA;FLASHING
C;
C007;
C06;
CAD;
CALSONIC;
CARBON;
CARRIER;
CAS;
CASCADE;
CD;
CELLPHONE;
CEM;
CENTR;CENTRAL
CENTR,;CENTRAL
CENTR,65;CENTRAL 65
CENTR.;CENTRAL
CENTR.65;CENTRAL 65
CENTR.66,6;CENTRAL 66.6
CENTR.67;CENTRAL 67
CENTR72;CENTRAL 72
CENTRALKA;CONTROL UNIT
CENTRALNEGO;CENTRAL
CENTRUJĄCY:;CENTERING:
CEWKA;COIL
CEWKI;COILS
CHLAPACZ;MUD FLAP
CHROM;CHROME
CHWYTAK;GRIPPER / HOLDER
CHŁODNIA;REFRIGERATOR / COOLER
CHŁODNIC;RADIATORS
CHŁODNICA;RADIATOR
CHŁODNICE;RADIATORS
CHŁODNICY;RADIATOR
CHŁODNICZEGO;COOLING
CHŁODNICZKA;OIL COOLER / SMALL RADIATOR
CHŁODNICZY;COOLING
CHŁODNICĄ;RADIATOR
CHŁODZENIA;COOLING
CHŁODZĄCEGO;COOLANT
CIC;
CIOM;
CISNIENIA;PRESSURE
CIĘŻAREK;WEIGHT
CIŚNIENIA;PRESSURE
CIŚNIENIE;PRESSURE
CLARION;
CLIMA;
CLIMBOX;
CNG;
COFANIA;REVERSE
COMAND;
COMBOX;
CONTROL;
CUP;
CUPRA;
CUV;
CVM;
CWIARTKA;QUARTER PANEL
CYBANT;U-BOLT / CLAMP
CYFROWY;DIGITAL
CYKORŁAPKA;GRAB HANDLE
CZARNA;BLACK
CZARNY;BLACK
CZOŁOWEJ;FRONT
CZUJNIK;SENSOR
CZUJNIKA;SENSOR
CZUJNIKI;SENSORS
CZUJNIKIEM;WITH SENSOR
CZUJNIKÓW;SENSORS
CZUJNK;SENSOR
CZUJNKI;SENSORS
CZWÓRKA;FOUR-SEATER / FOUR
CZYTNIK;READER
CZĄSTEK;PARTICULATE
CZĘŚĆ;PART
D;D
D.;D.
D4;D4
DACH;ROOF
DACHOWA;ROOF
DACHOWE;ROOF
DACHOWY;ROOF
DACHU;ROOF
DACU-3;DACU-3
DAF;DAF
DASZEK;SUN VISOR / COVER
DASZKI;SUN VISORS / COVERS
DAYTON;DAYTON
DCDC;DCDC
DDX5026;DDX5026
DEKIEL;COVER / CAP
DEKIELEKI;COVERS / CAPS
DEKOR;DECOR / TRIM
DEKORY;DECORS / TRIMS
DENON;DENON
DESCE;DASHBOARD
DESKA;DASHBOARD
DESKI;DASHBOARD
DESKĘ;DASHBOARD
DESZCZU;RAIN
DIAGNOSTYCZNE;DIAGNOSTIC
DIEGO;DIEGO
DIN;DIN
DISA;DISA
DISTRONIC;DISTRONIC
DIVERSITY;DIVERSITY
DMUCHAWA;BLOWER / FAN
DMUCHAWY;BLOWER / FAN
DO;TO / FOR
DOCIAG;SOFT CLOSE / TIGHTENING
DOCISK;CLUTCH PRESSURE PLATE
DOCIĄG;SOFT CLOSE / TIGHTENING
DODATKOWA;ADDITIONAL
DODATNIA;POSITIVE
DOJAZDOWE;SPACE SAVER / SPARE
DOJAZDÓWKA;SPACE SAVER SPARE WHEEL
DOKA;DOUBLE CAB
DOKŁADKA;SPOILER LIP / EXTENSION
DOLNA;LOWER / BOTTOM
DOLNE;LOWER / BOTTOM
DOLNEGO;LOWER / BOTTOM
DOLNY;LOWER / BOTTOM
DOLOT;INTAKE
DOLOTOWA;INTAKE
DOLOTU;INTAKE
DOPROWADZAJĄCY;INLET / FEED
DOZOWNIK;DISPENSER
DOZUJĄCY;DOSING
DOŁADOWANIA;BOOST / CHARGING
DPF;DPF
DRABINKA;LADDER
DREAM;DREAM
DRGAŃ;VIBRATIONS
DRIVE;DRIVE
DRL;DRL
DRUGI;SECOND
DRZWI;DOOR
DRĄŻEK;ROD / BAR
DRĄŻEK;ROD / BAR
DRĄŻKA;ROD / BAR
DSC;DSC
DSG;DSG
DTC;DTC
DUBEL;DOUBLE
DV369;DV369
DVB-T;DVB-T
DVD;DVD
DWA;TWO
DWIE;TWO
DWUMASA;DUAL MASS FLYWHEEL
DWUMASOWE;DUAL MASS
DWÓJKA;TWO-SEATER / TWO
DYFER;DIFFERENTIAL
DYFRA;DIFFERENTIAL
DYFUZOR;DIFFUSER
DYNAMIC;DYNAMIC
DYSTANS;WHEEL SPACER
DYSTANSE;WHEEL SPACERS
DYSZA;NOZZLE
DYSZE;NOZZLES
DYWAN;CARPET
DYWANIKI;FLOOR MATS
DZRWI;DOOR
DZWIGNIA;LEVER
DÓŁ;BOTTOM
DŹWIGNI;LEVER
DŹWIGNIA;LEVER
DŹWIGNIĄ;LEVER
DŹWIĘKU;SOUND
E-LOOP;E-LOOP
E32;E32
EZR;EZR
EASYTRONIC;EASYTRONIC
EBS;EBS
EBS/ABS;EBS/ABS
EC57;EC57
ECALL;ECALL
ECAS;ECAS
ECO;ECO
ECON;ECON
ECS;ECS
ECU;ECU
EDC;EDC
EFP;EFP
EGR;EGR
EGT;EGT
EIBACH;EIBACH
EKRAN;SCREEN / DISPLAY
EKRANU;SCREEN / DISPLAY
EL;ELECTRIC
ELASTYCZNA;FLEXIBLE
ELASTYCZNE;FLEXIBLE
ELASTYCZNY;FLEXIBLE
ELEKTROMAGNETYCZNY;ELECTROMAGNETIC
ELEKTRONIKA;ELECTRONICS
ELEKTROSTYK;ELECTRICAL CONTACT
ELEKTROZAWÓR;SOLENOID VALVE
ELEKTRYCZNA;ELECTRIC
ELEKTRYCZNE;ELECTRIC
ELEKTRYCZNEGO;ELECTRIC
ELEKTRYCZNY;ELECTRIC
ELEMENT;ELEMENT / PART
ELOBAU;ELOBAU
EMBLEMAT;EMBLEM / BADGE
EMM2;EMM2
EPB;EPB
EPCU;EPCU
EPP;EPP
ERD;ERD
ESP;ESP
ET;ET
ET10;ET10
ET18;ET18
ET19;ET19
ET20;ET20
ET23;ET23
ET24;ET24
ET25;ET25
ET28;ET28
ET29;ET29
ET30;ET30
ET33;ET33
ET35;ET35
ET37;ET37
ET38;ET38
ET39;ET39
ET40;ET40
ET41;ET41
ET42;ET42
ET43;ET43
ET44;ET44
ET45;ET45
ET46;ET46
ET47;ET47
ET48;ET48
ET50;ET50
ET50/47;ET50/47
ET51;ET51
ET52.5;ET52.5
ET53;ET53
ET55;ET55
ET56;ET56
ET57;ET57
ET60;ET60
EUROPA;EUROPE
EUROTECH;EUROTECH
EV;EV
EVO;EVO
EWS;EWS
EZR;EZR
F;F
F6F6;F6F6
F7Y;F7Y
F8Z;F8Z
F9E;F9E
FAB;FAB
FALOWNIK;INVERTER
FALOWNIKA;INVERTER
FAP;FAP
FARTUCH;DUST COVER / APRON
FARTUCHA;DUST COVER / APRON
FAZ;PHASES
FAZY;PHASES
FCIOM2;FCIOM2
FELGA;WHEEL RIM
FELGI;WHEEL RIMS
FELGIA;WHEEL RIM
FEM;FEM
FENIX;FENIX
FH12;FH12
FILCOWA;FELT
FILTR;FILTER
FILTRA;FILTER
FLEETBOARD;FLEETBOARD
FLY;FLY
FM;FM
FOTEL;SEAT
FOTELA;SEAT
FOTELE;SEATS
FOTELI;SEATS
FOTOCHROM;PHOTOCHROMIC
FULL;FULL
G3;G3
GAC;GAC
GATEWAY;GATEWAY
GAZOWA;GAS
GAZU;GAS
GAŁKA;KNOB
GAŹNIK;CARBURETOR
GBS;GBS
GENIUS;GENIUS
GNAZDO;SOCKET / SLOT
GNIAZDO;SOCKET / SLOT
GO;GO
GOFAST;GOFAST
GOLNA;BOTTOM
GPS;GPS
GRILL;GRILLE
GRILLA;GRILLE
GRIS;GRIS
GRODZIOWA;BULKHEAD / PARTITION
GRODZIOWEJ;BULKHEAD / PARTITION
GRUSZKA;VACUUM ACTUATOR / PUMP
GRZANIA;HEATING
GRZANIE;HEATING
GRZAŁKA;HEATER
GRZAŁKI;HEATERS
GSM;GSM
GT;GT
GTI;GTI
GTR;GTR
GUMA;RUBBER
GUMOWA;RUBBER
GUZIK;BUTTON
GWINT;THREAD
GWIZDEK;TWEETER
GÓRA;TOP
GÓRNA;UPPER / TOP
GÓRNE;UPPER / TOP
GÓRNY;UPPER / TOP
GÓRSKI;MOUNTAIN / ENGINE BRAKE
GÓRSKIEGO;MOUNTAIN / ENGINE BRAKE
GŁOSEM;VOICE
GŁOWICA;CYLINDER HEAD
GŁOWICY;CYLINDER HEAD
GŁOŚNIK;SPEAKER
GŁOŚNIKA;SPEAKER
GŁOŚNIKI;SPEAKERS
GŁOŚNOMÓWIĄCY;HANDSFREE
GŁOŚNOŚCI;VOLUME
GŁÓWNA;MAIN
GŁÓWNY;MAIN
HAAKON;HAAKON
HAK;HOOK / TOWBAR
HAKA;HOOK / TOWBAR
HALDEX;HALDEX
HALOGEN;FOG LIGHT
HALOGENU;FOG LIGHT
HALOGENÓW;FOG LIGHTS
HAMOWANIA;BRAKING
HAMULCA;BRAKE
HAMULCE;BRAKES
HAMULCOWA;BRAKE
HAMULCOWE;BRAKE
HAMULCOWEGO;BRAKE
HAMULCOWEJ;BRAKE
HAMULCOWY;BRAKE
HAMULCÓW;BRAKES
HAMULEC;BRAKE
HANA;HANA
HARMAN;HARMAN
HARMAN/BECKER;HARMAN/BECKER
HCM;HCM
HEAD;HEAD
HEDERA;CUTTER BAR / HEADER
HERCULES;HERCULES
HFM;HFM
HIFI;HIFI
HMI;HMI
HOKEJ;SPOILER / LIP
HOLD;HOLD
HOLDER;HOLDER
HOLOWNICZY;TOWING
HOMELINK;HOMELINK
HR10;HR10
HSR;HSR
HU;HU
HUDRAULCZNĄ;HYDRAULIC
HYBRID;HYBRID
HYBRYDA;HYBRID
HYBRYDY;HYBRID
HYDRAULICZNA;HYDRAULIC
HYDRAULICZNE;HYDRAULIC
HYDRAULICZNY;HYDRAULIC
HYDRAULIKI;HYDRAULICS
HYDROCAR;HYDROCAR
HYDROKINETYCZNE;TORQUE CONVERTER
HYDRAULICZNEGO;HYDRAULIC
I;I
I-STOP;I-STOP
IBS;IBS
IBU;IBU
ICAM2-ECU;ICAM2-ECU
ICM;ICM
IDRIVE;IDRIVE
IDS;IDS
IFA;IFA
II;II
III;III
IMMO;IMMO
IMMOBILIZERA;IMMOBILIZER
IMS;IMS
IN;IN
INDUKCYJNA;INDUCTION
INFINITY;INFINITY
INFORMACYJNA;INFORMATION
INSTALACJA;WIRING HARNESS / INSTALLATION
INSTALACJI;WIRING HARNESS / INSTALLATION
INTERCOOLER;INTERCOOLER
INTERCOOLERA;INTERCOOLER
INTERFACE;INTERFACE
INTERFEJSU;INTERFACE
INVERTER;INVERTER
INWENTERA;INVERTER
INWERTER;INVERTER
INWERTERA;INVERTER
IONIZER;IONIZER
IPOD;IPOD
IRMSCHER;IRMSCHER
ISA2;ISA2
ISOFIX;ISOFIX
IVECO;IVECO
IZOLACJA;INSULATION
J;J
J17M/CXMT6.00;J17M/CXMT6.00
J17XMT4.50;J17XMT4.50
J5;J5
JAKOŚCI;QUALITY
JASNOŚCI;BRIGHTNESS
JAZDY;DRIVING
JBL;JBL
JEDNOSTKA;UNIT
JET;JET
JEŻ;BLOWER RESISTOR
JONIZATORA;IONIZER
JOST;JOST
JSK;JSK
JSK40;JSK40
JVC;JVC
KABEL;CABLE / WIRE
KABINA;CABIN
KABINOWA;CABIN
KABINOWEGO;CABIN
KABINOWY;CABIN
KABINY;CABIN
KABINĄ;CABIN
KABLI;CABLES / WIRES
KAD;KAD
KAFAS;KAFAS
KAMER;CAMERAS
KAMERA;CAMERA
KAMERY;CAMERAS
KAMERĄ;CAMERA
KAMPER;CAMPER / RV
KANAPA;REAR BENCH SEAT
KANAPY;REAR BENCH SEAT
KANAŁ;CHANNEL / DUCT
KAPOTAŻ;ROLLOVER PROTECTION
KARDAN;PROPELLER SHAFT / KARDAN
KARDANA;PROPELLER SHAFT / KARDAN
KARDON;KARDON
KAROSERIA;BODYWORK
KAROSERYJNA;BODY
KAROSERYJNE;BODY
KAROSERYJNEJ;BODY
KART;CARDS
KARTA;CARD
KARTY;CARDS
KASETA;CASSETTE / CARTRIDGE
KATALIZATOR;CATALYTIC CONVERTER
KATALIZATORA;CATALYTIC CONVERTER
KAYLESS;KEYLESS
KBINY;CABIN
KE;KE
KENWOOD;KENWOOD
KESSY;KESSY
KEY;KEY
KEYLESS;KEYLESS
KGM;KGM
KICKDOWN;KICKDOWN
KIELICH;SHOCK TOWER / CUP
KIELICHÓW;SHOCK TOWERS / CUPS
KIEROWCY;DRIVER'S
KIEROWNICA;STEERING WHEEL
KIEROWNICY;STEERING WHEEL
KIEROWNICZ;STEERING
KIEROWNICZA;STEERING
KIEROWNICZEGO;STEERING
KIEROWNICZEJ;STEERING
KIEROWNICZY;STEERING
KIEROWNICĘ;STEERING WHEEL
KIERUNKOWSKAZ;TURN SIGNAL / INDICATOR
KIERUNKOWSKAZU;TURN SIGNAL / INDICATOR
KIERUNKOWSKAZY;TURN SIGNALS / INDICATORS
KIERUNKOWSKAZÓW;TURN SIGNALS / INDICATORS
KIPRA;TIPPER
KLAKSON;HORN
KLAMKA;DOOR HANDLE
KLAMKI;DOOR HANDLES
KLAP;FLAPS
KLAPA;BOOT LID / TAILGATE
KLAPEK;FLAPS
KLAPKA;FLAP / COVER
KLAPKI;FLAPS
KLAPY;BOOT LID / TAILGATE
KLAWIATURA;KEYPAD / KEYBOARD
KLEMA;BATTERY TERMINAL / CLAMP
KLEMY;BATTERY TERMINALS / CLAMPS
KLIMATYZACJA;AIR CONDITIONING
KLIMATYZACJI;AIR CONDITIONING
KLOCKI;BRAKE PADS
KLUCZYK;KEY
KLUCZYKA;KEY
KLUCZYKI;KEYS
KME;KME
KOGUT;BEACON LIGHT
KOGUT);BEACON LIGHT)
KOKPIT;DASHBOARD / COCKPIT
KOKPIT,;DASHBOARD / COCKPIT,
KOKPITU;DASHBOARD / COCKPIT
KOLANO;ELBOW / KNEE
KOLANOWA;KNEE
KOLEKTOR;MANIFOLD
KOLEKTORA;INTAKE MANIFOLD
KOLIZJI;COLLISION
KOLOR;COLOR
KOLUMNA;COLUMN
KOLUMNY;COLUMN
KOMBAJN;COMBINE HARVESTER
KOMBI;ESTATE / WAGON
KOMFORTU;COMFORT
KOMIN;EXHAUST STACK / SNORKEL
KOMINA;EXHAUST STACK / SNORKEL
KOMORY;CHAMBER
KOMPENSATOR;COMPENSATOR
KOMPLET;SET / KIT
KOMPLETEM;SET / KIT
KOMPLETNA;COMPLETE
KOMPLETNE;COMPLETE
KOMPLETNY;COMPLETE
KOMPRESOR;COMPRESSOR
KOMPRESORA;COMPRESSOR
KOMPUTER;COMPUTER / ECU
KOMPUTERA;COMPUTER / ECU
KOMUNIKACJI;COMMUNICATION
KOMÓRKOWY;CELLULAR / MOBILE
KONSOLA;CONSOLE
KONSOLI;CONSOLE
KONTENER;CONTAINER
KONTROLER;CONTROLLER
KONTROLERA;CONTROLLER
KONTROLI;CONTROL
KONTROLNY;CONTROL
KONWENTER;CONVERTER
KONWERTER;CONVERTER
KONWERTERA;CONVERTER
KOORDYNATOR;COORDINATOR
KORBOWEGO;CRANKSHAFT
KORBOWODEM;CONNECTING ROD
KORBOWODY;CONNECTING RODS
KORBOWY;CRANK
KORBOWÓD;CONNECTING ROD
KOREK;CAP / PLUG
KORYTO;TRAY / TROUGH
KOSA;SIDE SPOILER
KOSTKA;CONNECTOR / PLUG
KOSZ;BASKET / HOLDER / CARRIER
KOTWICZNA;ANCHOR / BACKING PLATE
KOŁA;WHEEL
KOŁACH;WHEELS
KOŁO;WHEEL
KOŁPAK;HUBCAP
KOŁPKAKI;HUBCAPS
KOŁYSKA;SUBFRAME
KOŁYSKA;SUBFRAME
KOŁYSKI;SUBFRAME
KOŃCOWA;END / FINAL
KOŃCOWY;END / FINAL
KOŃCÓWKA;TIP / END
KPL;SET / KIT
KRATK;GRILLE
KRATKA;GRILLE
KRATKI;GRILLES
KROKOWY;STEPPER
KRZYŻAK;UNIVERSAL JOINT / SPIDER
KRÓCIEC;CONNECTOR / STUB PIPE
KSENON;XENON
KSENONÓW;XENON
KSM;KSM
KUBEK;CUP HOLDER / CUP
KUBKI;CUP HOLDERS / CUPS
KUFER;TRUNK / CASE
KURTYN;CURTAIN AIRBAGS
KURTYNA;CURTAIN AIRBAG
KURTYNY;CURTAIN AIRBAGS
KÓŁ;WHEELS
KĄTA;ANGLE
KĄTOWA;ANGLE / CORNER
KŁY;BULL BAR TEETH
L+P;L+R
LA7N;LA7N
LA7W;LA7W
LAGI;FORK LEGS
LAMBDA;LAMBDA
LAMINAT;LAMINATE
LAMP;LIGHTS
LAMPA;LIGHT / LAMP
LAMPE;LIGHT / LAMP
LAMPKA;INTERIOR LIGHT / SMALL LAMP
LAMPKI;INTERIOR LIGHTS / SMALL LAMPS
LAMPY;LIGHTS / LAMPS
LAMPĄ;LIGHT / LAMP
LAMPĘ;LIGHT / LAMP
LANDIRENZO;LANDIRENZO
LATARKA;FLASHLIGHT
LATO;SUMMER
LC9X;LC9X
LCD;LCD
LCI;LCI
LDC;LDC
LED;LED
LEDD;LED
LEKKI;LIGHT
LESS;LESS / WITHOUT
LETNIE;SUMMER
LEWAREK;GEAR LEVER / JACK
LEWARKA;GEAR LEVER / JACK
LEWEE;LEFT
LEWEGO;LEFT
LEWT;LEFT
LEWY+PRZEŁĄCZNIK;LEFT+SWITCH
LEWYCH;LEFT
LEŻANKA;BUNK / COUCH
LF7Y;LF7Y
LICZNIK;INSTRUMENT CLUSTER / SPEEDOMETER
LICZNIKA;INSTRUMENT CLUSTER / SPEEDOMETER
LIFT;FACELIFT
LINE;LINE
LINKA;CABLE
LINKAI;CABLES
LINKAMI;CABLES
LINKI;CABLES
LISTWA;TRIM / STRIP / RAIL
LISTWOWA;RACK / STRIP
LISTWY;TRIMS / STRIPS / RAILS
LISTWYA;TRIM / STRIP / RAIL
LNG;LNG
LODÓWKA;REFRIGERATOR / FRIDGE
LODÓWKI;REFRIGERATORS / FRIDGES
LOGO;LOGO
LOKALIZACJI;LOCATION
LONG;LONG
LOVATO;LOVATO
LOTKA;SPOILER / WING
LPG;LPG
LS;LS
LTE;LTE
LUSTEREK;MIRRORS
LUSTERKA;MIRRORS
LUSTERKO;MIRROR
LUSTRKO;MIRROR
LUXURY;LUXURY
LUZUJĄCY;RELEASING / SLACKENING
LY9T;LY9T
LZ1U;LZ1U
ŁÓŻKA;BEDS
M;M
M-PAKIET;M-PACKAGE
M780;M780
MAGISTRALA;MAIN LINE / RAIL
MAGLOWNICA;STEERING RACK
MAGLOWNICY;STEERING RACK
MAGNETYCZNY;MAGNETIC
MANETEK;STALK SWITCHES / PADDLES
MANETKA;STALK SWITCH / PADDLE
MANETKI;STALK SWITCHES / PADDLES
MANOMETREM;PRESSURE GAUGE
MANUAL;MANUAL
MAP;MAP
MARINCO;MARINCO
MARTWEGO;BLIND SPOT
MASKA;HOOD / BONNET
MASKI;HOOD / BONNET
MASKOWNICA;COVER / GRILLE / TRIM
MASKĘ;HOOD / BONNET
MASOWY;GROUND / EARTH
MATA;MAT
MATCH;MATCH
MATERAC;MATTRESS
MATRIX;MATRIX
MAXTON;MAXTON
MB;MB
MCPERSONA;MCPHERSON
ME;ME
MECHANIZM;MECHANISM
MECHATRONIKA;MECHATRONICS
MERCEDES;MERCEDES
MERCEDES-BENZ;MERCEDES-BENZ
MET;MET
METALOWA;METAL
METALOWE;METAL
MGU;MGU
MHEV;MHEV
MIDLUM;MIDLUM
MIECH;AIR BELLOWS / AIR BAG
MIESZEK;GAITER / BOOT
MIKROFON;MICROPHONE
MIKROSTYK;MICROSWITCH
MILDHYBRYD;MILD HYBRID
MIMOŚRODOWEGO;ECCENTRIC
MIMOŚRODOWY;ECCENTRIC
MINUS;MINUS / NEGATIVE
MINUSOWA;NEGATIVE
MISA;OIL PAN / SUMP
MISKA;OIL PAN / SUMP
MISKI;OIL PAN / SUMP
MJ-XJM;MJ-XJM
MMI;MMI
MOCOWANIA;MOUNTS / FIXINGS
MOCOWANIE;MOUNT / FIXING
MOCOWANIEM;MOUNT / FIXING
MOCUJĄCA;FIXING / HOLDING
MOCUJĄCE;FIXING / HOLDING
MOCY;POWER
MODUL;MODULE
MODULATOR;MODULATOR
MODUŁ;MODULE
MODULEM;MODULE
MODUŁU;MODULE
MONITOR;MONITOR / SCREEN
MONTAŻOWA;MOUNTING / ASSEMBLY
MONTAŻOWY;MOUNTING / ASSEMBLY
MOS;MOS
MOST;AXLE / DIFFERENTIAL
MOSTU;AXLE / DIFFERENTIAL
MOTOGODZIN;HOUR METER / ENGINE HOURS
MOTOWIDEŁ;REEL
MP3;MP3
MPX;MPX
MTS;MTS
MULF;MULF
MULTIFUNKCJA;MULTIFUNCTION
MULTIFUNKCJI;MULTIFUNCTION
MULTIMEDIA;MULTIMEDIA
